evol.temp,assay.temp,evol.rep,strain,u.max,log_a,s
16,31,1,16_31_1,0.791250609,-3.70867322,0.050290989
16,31,1,16_31_1,0.781973232,-3.568626068,0.054563518
16,31,1,16_31_1,0.801618661,-3.606584383,0.041726493
16,31,1,16_31_1,0.813945198,-3.581791285,0.052205657
16,31,1,16_31_1,0.843001293,-3.762515696,0.043075527
16,31,1,16_31_1,0.830532871,-3.728017391,0.040563973
16,31,1,16_31_1,0.804244325,-3.691172832,0.044046082
16,31,1,16_31_1,0.856868886,-3.72766053,0.046579942
16,31,1,16_31_1,0.794074662,-3.605195669,0.053440361
16,31,1,16_31_1,0.857159659,-3.620560294,0.044368721
16,31,1,16_31_1,0.789422657,-3.557102662,0.043164563
16,31,1,16_31_1,0.81289655,-3.61395602,0.044171602
16,31,1,16_31_1,0.828198164,-3.757437915,0.055189573
16,31,1,16_31_1,0.827531214,-3.591593611,0.0567503
16,31,1,16_31_1,0.829045779,-3.608695483,0.045923028
16,31,1,16_31_1,0.815765342,-3.765314694,0.050556404
16,31,1,16_31_1,0.799234599,-3.612505283,0.056814501
16,31,1,16_31_1,0.849057038,-3.750003768,0.039955924
16,31,1,16_31_1,0.802052833,-3.404568103,0.045685652
16,31,1,16_31_1,0.769697079,-3.73016565,0.043582176
16,31,1,16_31_1,0.820386328,-3.639303705,0.044089381
16,31,1,16_31_1,0.769498368,-3.698063522,0.045353809
16,31,1,16_31_1,0.85319714,-3.833365738,0.053759817
16,31,1,16_31_1,0.86018625,-3.750030791,0.062402956
16,31,1,16_31_1,0.862120056,-3.753764843,0.05234441
16,31,1,16_31_1,0.799960507,-3.702464128,0.042529389
16,31,1,16_31_1,0.844845772,-3.68222736,0.050319818
16,31,1,16_31_1,0.787078255,-3.549842501,0.040156712
16,31,1,16_31_1,0.794645487,-3.655234072,0.043133929
16,31,1,16_31_1,0.801561035,-3.766683738,0.040753445
16,31,1,16_31_1,0.817657072,-3.783672972,0.043708441
16,31,1,16_31_1,0.827236564,-3.659956211,0.055943661
16,31,1,16_31_1,0.807511506,-3.700044429,0.047194261
16,31,1,16_31_1,0.835252362,-3.690082719,0.048188107
16,31,1,16_31_1,0.817293689,-3.641671124,0.03727425
16,31,1,16_31_1,0.819505168,-3.798393295,0.040926977
16,31,1,16_31_1,0.854543536,-3.834348905,0.05551844
16,31,1,16_31_1,0.834347675,-3.647518838,0.042620594
16,31,1,16_31_1,0.835572613,-3.674232706,0.035865775
16,31,1,16_31_1,0.828877086,-3.70414775,0.049716998
16,31,1,16_31_1,0.845781368,-3.722794875,0.045559366
16,31,1,16_31_1,0.831139176,-3.584715033,0.044845878
16,31,1,16_31_1,0.790055762,-3.492413299,0.037634767
16,31,1,16_31_1,0.784501045,-3.675926339,0.021546803
16,31,1,16_31_1,0.835362832,-3.682286287,0.042564837
16,31,1,16_31_1,0.826417195,-3.670233761,0.049517107
16,31,1,16_31_1,0.825573008,-3.535290388,0.042704858
16,31,1,16_31_1,0.808540872,-3.609938844,0.038683199
16,31,1,16_31_1,0.827202784,-3.682740051,0.051492988
16,31,1,16_31_1,0.82706887,-3.814168834,0.047049294
16,31,1,16_31_1,0.799757278,-3.648923568,0.042613122
16,31,1,16_31_1,0.769296287,-3.552603979,0.045090613
16,31,1,16_31_1,0.774922972,-3.70246169,0.036049353
16,31,1,16_31_1,0.807174012,-3.670462267,0.05222525
16,31,1,16_31_1,0.767002558,-3.587462254,0.057409632
16,31,1,16_31_1,0.859974424,-3.707589661,0.053516656
16,31,1,16_31_1,0.851526226,-3.779797264,0.038782111
16,31,1,16_31_1,0.806249266,-3.533269796,0.036333361
16,31,1,16_31_1,0.793299406,-3.571555999,0.037984221
16,31,1,16_31_1,0.831445503,-3.760041883,0.043520482
16,31,1,16_31_1,0.841008645,-3.7196101,0.043650548
16,31,1,16_31_1,0.791009433,-3.677854018,0.044968479
16,31,1,16_31_1,0.824515158,-3.668139653,0.049201521
16,31,1,16_31_1,0.804844848,-3.68838527,0.038553554
16,31,1,16_31_1,0.819258345,-3.74403525,0.038003832
16,31,1,16_31_1,0.804173621,-3.689875259,0.044081945
16,31,1,16_31_1,0.766450351,-3.608293248,0.060112478
16,31,1,16_31_1,0.808996226,-3.704087834,0.042026669
16,31,1,16_31_1,0.775669545,-3.591159078,0.044516242
16,31,1,16_31_1,0.826062647,-3.849944621,0.047228774
16,31,1,16_31_1,0.800464404,-3.473292983,0.048962016
16,31,1,16_31_1,0.804460277,-3.559837606,0.055941229
16,31,1,16_31_1,0.832410606,-3.686719028,0.052421066
16,31,1,16_31_1,0.781112376,-3.615662837,0.036333134
16,31,1,16_31_1,0.769758355,-3.528459418,0.052989756
16,31,1,16_31_1,0.805353818,-3.582977893,0.053790723
16,31,1,16_31_1,0.797681159,-3.613325624,0.041154664
16,31,1,16_31_1,0.839021361,-3.68143447,0.055505628
16,31,1,16_31_1,0.787433723,-3.460453001,0.05648392
16,31,1,16_31_1,0.789548123,-3.709707633,0.04391101
16,31,1,16_31_1,0.776791519,-3.668293946,0.040758108
16,31,1,16_31_1,0.797078171,-3.73143844,0.050158941
16,31,1,16_31_1,0.79289721,-3.632722313,0.022492254
16,31,1,16_31_1,0.820627862,-3.806490092,0.040310987
16,31,1,16_31_1,0.770664962,-3.477281317,0.048987522
16,31,1,16_31_1,0.792626476,-3.675624872,0.037094082
16,31,1,16_31_1,0.845589302,-3.824404918,0.03693954
16,31,1,16_31_1,0.78285691,-3.638138746,0.046006522
16,31,1,16_31_1,0.828738822,-3.683033869,0.046156555
16,31,1,16_31_1,0.833987257,-3.659465248,0.053137433
16,31,1,16_31_1,0.814874145,-3.758426962,0.044330035
16,31,1,16_31_1,0.847478273,-3.733634433,0.049628095
16,31,1,16_31_1,0.842432208,-3.792363241,0.043954338
16,31,1,16_31_1,0.825735725,-3.526247486,0.052207398
16,31,1,16_31_1,0.855598346,-3.942660552,0.05210124
16,31,1,16_31_1,0.798923751,-3.714093002,0.031163009
16,31,1,16_31_1,0.812856327,-3.808150248,0.04196737
16,31,1,16_31_1,0.812606321,-3.598631474,0.042113232
16,31,1,16_31_1,0.78795814,-3.697342168,0.052042545
16,31,1,16_31_1,0.797448516,-3.664597015,0.050962225
16,31,1,16_31_1,0.800246686,-3.640077378,0.036226125
16,31,1,16_31_1,0.765097301,-3.544868271,0.053765711
16,31,1,16_31_1,0.823294643,-3.734126271,0.041961526
16,31,1,16_31_1,0.809970024,-3.648652452,0.04096569
16,31,1,16_31_1,0.819201169,-3.722420864,0.041635706
16,31,1,16_31_1,0.804344548,-3.535462379,0.041604422
16,31,1,16_31_1,0.81725345,-3.752006849,0.039100484
16,31,1,16_31_1,0.834523878,-3.644722135,0.043979059
16,31,1,16_31_1,0.816775929,-3.831128531,0.042142041
16,31,1,16_31_1,0.803137344,-3.661297478,0.046570762
16,31,1,16_31_1,0.819655103,-3.764108292,0.041399336
16,31,1,16_31_1,0.79827706,-3.537590652,0.042368105
16,31,1,16_31_1,0.782999969,-3.733341112,0.053113376
16,31,1,16_31_1,0.79366555,-3.599214727,0.045477524
16,31,1,16_31_1,0.858829389,-3.716656864,0.049238194
16,31,1,16_31_1,0.765741833,-3.638928941,0.052317163
16,31,1,16_31_1,0.827434282,-3.711447453,0.02903609
16,31,1,16_31_1,0.808776919,-3.572712795,0.03557556
16,31,1,16_31_1,0.803854876,-3.629747387,0.049409404
16,31,1,16_31_1,0.787707529,-3.584311412,0.051874633
16,31,1,16_31_1,0.842406563,-3.684702619,0.061250123
16,31,1,16_31_1,0.785814124,-3.59185985,0.049126938
16,31,1,16_31_1,0.777125122,-3.583951982,0.052924742
16,31,1,16_31_1,0.834475074,-3.763081667,0.050210201
16,31,1,16_31_1,0.855376881,-3.736583358,0.034805794
16,31,1,16_31_1,0.83670314,-3.612091671,0.043703481
16,31,1,16_31_1,0.784483823,-3.65540302,0.041192237
16,31,1,16_31_1,0.787778352,-3.68765477,0.051881892
16,31,1,16_31_1,0.77060909,-3.664890412,0.030961769
16,31,1,16_31_1,0.765983229,-3.817463978,0.055946965
16,31,1,16_31_1,0.824066685,-3.686519031,0.049365579
16,31,1,16_31_1,0.805644925,-3.643513246,0.052572676
16,31,1,16_31_1,0.789612251,-3.606481626,0.046920538
16,31,1,16_31_1,0.865626215,-3.772827086,0.051215774
16,31,1,16_31_1,0.84370272,-3.712148934,0.041290306
16,31,1,16_31_1,0.816796754,-3.63477805,0.049757612
16,31,1,16_31_1,0.857097871,-3.81219243,0.034210867
16,31,1,16_31_1,0.798629638,-3.602064918,0.04261349
16,31,1,16_31_1,0.82738822,-3.824336057,0.04187882
16,31,1,16_31_1,0.819737782,-3.514803106,0.046055603
16,31,1,16_31_1,0.786728984,-3.713311985,0.058584531
16,31,1,16_31_1,0.806765679,-3.575286795,0.03870235
16,31,1,16_31_1,0.825313702,-3.624439112,0.045574518
16,31,1,16_31_1,0.798727022,-3.685623157,0.039800041
16,31,1,16_31_1,0.824480728,-3.66497861,0.04836623
16,31,1,16_31_1,0.780561023,-3.558934766,0.06060686
16,31,1,16_31_1,0.828661885,-3.757601273,0.038211153
16,31,1,16_31_1,0.805568549,-3.700156723,0.038114034
16,31,1,16_31_1,0.84580794,-3.901838988,0.046965575
16,31,1,16_31_1,0.810509869,-3.704661409,0.043268703
16,31,1,16_31_1,0.780274564,-3.728287277,0.038359341
16,31,1,16_31_1,0.79588036,-3.561152627,0.05292013
16,31,1,16_31_1,0.809370682,-3.600967146,0.05345205
16,31,1,16_31_1,0.811052977,-3.661580178,0.043096576
16,31,1,16_31_1,0.82076937,-3.785050961,0.047669141
16,31,1,16_31_1,0.767678687,-3.454419029,0.048350837
16,31,1,16_31_1,0.81225016,-3.569050433,0.043201955
16,31,1,16_31_1,0.786015509,-3.789304273,0.045335593
16,31,1,16_31_1,0.821684007,-3.703427254,0.049000555
16,31,1,16_31_1,0.849071569,-3.704524229,0.038413889
16,31,1,16_31_1,0.801959366,-3.66714213,0.051507082
16,31,1,16_31_1,0.779821719,-3.658538017,0.032287624
16,31,1,16_31_1,0.762536294,-3.704870612,0.034785307
16,31,1,16_31_1,0.811861087,-3.530111293,0.035439924
16,31,1,16_31_1,0.792970764,-3.658314035,0.040195346
16,31,1,16_31_1,0.828868577,-3.720340431,0.03835349
16,31,1,16_31_1,0.821282916,-3.539242594,0.039639789
16,31,1,16_31_1,0.799228321,-3.628662199,0.043263442
16,31,1,16_31_1,0.782058782,-3.623889751,0.026983054
16,31,1,16_31_1,0.799492508,-3.75955342,0.051263569
16,31,1,16_31_1,0.784125704,-3.615172912,0.028444771
16,31,1,16_31_1,0.854071886,-3.851650745,0.051335717
16,31,1,16_31_1,0.790158585,-3.839281831,0.053039418
16,31,1,16_31_1,0.79045108,-3.465881923,0.048569489
16,31,1,16_31_1,0.788448647,-3.655373304,0.04866501
16,31,1,16_31_1,0.794196658,-3.50410552,0.034551413
16,31,1,16_31_1,0.82047269,-3.730771547,0.050376545
16,31,1,16_31_1,0.847120014,-3.676554282,0.048618078
16,31,1,16_31_1,0.814377905,-3.715342849,0.043343284
16,31,1,16_31_1,0.769839984,-3.65959955,0.060366156
16,31,1,16_31_1,0.799777997,-3.664704809,0.032312414
16,31,1,16_31_1,0.87238429,-3.808120774,0.050398145
16,31,1,16_31_1,0.818854034,-3.686165144,0.032189862
16,31,1,16_31_1,0.859155819,-3.829061309,0.044510021
16,31,1,16_31_1,0.815278433,-3.613302795,0.050957093
16,31,1,16_31_1,0.797114112,-3.770057194,0.043465059
16,31,1,16_31_1,0.847872389,-3.716996065,0.034411725
16,31,1,16_31_1,0.804742963,-3.8116978,0.041771059
16,31,1,16_31_1,0.781120707,-3.61244391,0.052229328
16,31,1,16_31_1,0.788743734,-3.461484038,0.041834606
16,31,1,16_31_1,0.799832219,-3.666085971,0.057552321
16,31,1,16_31_1,0.774482607,-3.556632596,0.035288345
16,31,1,16_31_1,0.802917721,-3.607503215,0.059168721
16,31,1,16_31_1,0.821840266,-3.767286431,0.035059066
16,31,1,16_31_1,0.817619107,-3.710262564,0.027913544
16,31,1,16_31_1,0.790236971,-3.606092031,0.05452666
16,31,1,16_31_1,0.803593936,-3.578311152,0.04246272
16,31,1,16_31_1,0.818059145,-3.650947423,0.047830087
16,31,1,16_31_1,0.801041388,-3.601910345,0.043874717
16,31,1,16_31_1,0.789453602,-3.575426364,0.042218804
16,31,1,16_31_1,0.848917017,-3.657231702,0.057247264
16,31,1,16_31_1,0.821702137,-3.737240508,0.0589582
16,31,1,16_31_1,0.807989751,-3.630850006,0.052781106
16,31,1,16_31_1,0.816060333,-3.803614278,0.038887544
16,31,1,16_31_1,0.81055409,-3.59017387,0.054807108
16,31,1,16_31_1,0.843036427,-3.71406337,0.05019884
16,31,1,16_31_1,0.849712186,-3.713640433,0.03726408
16,31,1,16_31_1,0.792268963,-3.695422582,0.03666352
16,31,1,16_31_1,0.803663645,-3.656817395,0.052125214
16,31,1,16_31_1,0.853358274,-3.663838368,0.054678643
16,31,1,16_31_1,0.805460984,-3.675401732,0.025336936
16,31,1,16_31_1,0.791090387,-3.549852124,0.032614947
16,31,1,16_31_1,0.813175972,-3.77988621,0.046914645
16,31,1,16_31_1,0.788976151,-3.437126092,0.046769631
16,31,1,16_31_1,0.836714116,-3.733933833,0.048081627
16,31,1,16_31_1,0.835764762,-3.740808364,0.053868475
16,31,1,16_31_1,0.795584044,-3.678952636,0.042864563
16,31,1,16_31_1,0.790288028,-3.658174918,0.064992798
16,31,1,16_31_1,0.809276872,-3.831144946,0.036848766
16,31,1,16_31_1,0.783766289,-3.565857571,0.052213559
16,31,1,16_31_1,0.815753249,-3.715845051,0.059203641
16,31,1,16_31_1,0.794740435,-3.647922066,0.056127741
16,31,1,16_31_1,0.775967063,-3.600364817,0.051505883
16,31,1,16_31_1,0.790347558,-3.680261446,0.049644504
16,31,1,16_31_1,0.829620137,-3.717041938,0.055644271
16,31,1,16_31_1,0.855278418,-3.758614718,0.042586291
16,31,1,16_31_1,0.813427524,-3.645623703,0.050939648
16,31,1,16_31_1,0.773311116,-3.46158107,0.043900931
16,31,1,16_31_1,0.816145062,-3.558854871,0.038374893
16,31,1,16_31_1,0.822402355,-3.57275147,0.042076865
16,31,1,16_31_1,0.812471286,-3.55908666,0.045187136
16,31,1,16_31_1,0.807678352,-3.638052192,0.056294757
16,31,1,16_31_1,0.803122113,-3.87670774,0.0537407
16,31,1,16_31_1,0.791267956,-3.590114105,0.035162973
16,31,1,16_31_1,0.768524869,-3.731418337,0.047832289
16,31,1,16_31_1,0.852044127,-3.642995508,0.051972921
16,31,1,16_31_1,0.804619285,-3.58590053,0.042978741
16,31,1,16_31_1,0.823205239,-3.66215679,0.043982297
16,31,1,16_31_1,0.842625691,-3.710676527,0.045435508
16,31,1,16_31_1,0.790592404,-3.64753141,0.043802414
16,31,1,16_31_1,0.793400194,-3.633431899,0.042181359
16,31,1,16_31_1,0.798950843,-3.767132916,0.059690972
16,31,1,16_31_1,0.773399139,-3.599500152,0.038750363
16,31,1,16_31_1,0.77080512,-3.480257,0.041376615
16,31,1,16_31_1,0.802259297,-3.584799466,0.059148375
16,31,1,16_31_1,0.798812128,-3.650827071,0.04697757
16,31,1,16_31_1,0.763888001,-3.550329199,0.043625618
16,31,1,16_31_1,0.814882679,-3.65807356,0.031945212
16,31,1,16_31_1,0.795896694,-3.563203423,0.05525336
16,31,1,16_31_1,0.799385909,-3.68540632,0.023132918
16,31,1,16_31_1,0.811062979,-3.568355686,0.043101726
16,31,1,16_31_1,0.809927423,-3.762154654,0.043973985
16,31,1,16_31_1,0.806261091,-3.777801088,0.046594585
16,31,1,16_31_1,0.797816159,-3.625391978,0.029996295
16,31,1,16_31_1,0.829732556,-3.636643073,0.058664383
16,31,1,16_31_1,0.789590919,-3.515791512,0.052279752
16,31,1,16_31_1,0.751497436,-3.342398476,0.043535415
16,31,1,16_31_1,0.804393359,-3.696938485,0.047776042
16,31,1,16_31_1,0.816274945,-3.655558548,0.043220215
16,31,1,16_31_1,0.78632046,-3.488295892,0.042095949
16,31,1,16_31_1,0.821018488,-3.640935599,0.046873765
16,31,1,16_31_1,0.827688773,-3.727086795,0.041857733
16,31,1,16_31_1,0.868436388,-3.753146863,0.026717198
16,31,1,16_31_1,0.833983688,-3.793538671,0.040353954
16,31,1,16_31_1,0.810587023,-3.682510703,0.042351673
16,31,1,16_31_1,0.801561165,-3.654188182,0.042623298
16,31,1,16_31_1,0.837870486,-3.678199651,0.042506454
16,31,1,16_31_1,0.819299117,-3.628754635,0.045660623
16,31,1,16_31_1,0.790027845,-3.597369997,0.052747736
16,31,1,16_31_1,0.833846058,-3.54031041,0.044962295
16,31,1,16_31_1,0.782991954,-3.662354922,0.053691356
16,31,1,16_31_1,0.862967142,-3.849327163,0.042076778
16,31,1,16_31_1,0.779278083,-3.522558278,0.051948379
16,31,1,16_31_1,0.824124862,-3.637369532,0.047690499
16,31,1,16_31_1,0.770374073,-3.672639635,0.043737887
16,31,1,16_31_1,0.82669757,-3.724991942,0.053914156
16,31,1,16_31_1,0.783750434,-3.562604224,0.051229212
16,31,1,16_31_1,0.817857681,-3.667766776,0.056047267
16,31,1,16_31_1,0.802450177,-3.518803028,0.040762867
16,31,1,16_31_1,0.788635603,-3.706865004,0.041543123
16,31,1,16_31_1,0.822944362,-3.683464694,0.050849411
16,31,1,16_31_1,0.818779871,-3.736976018,0.050141981
16,31,1,16_31_1,0.745524697,-3.621975525,0.028794772
16,31,1,16_31_1,0.775418681,-3.59184563,0.031967169
16,31,1,16_31_1,0.830164885,-3.70246415,0.047423347
16,31,1,16_31_1,0.832328739,-4.03350931,0.036146857
16,31,1,16_31_1,0.796248072,-3.555682977,0.034366755
16,31,1,16_31_1,0.851183882,-3.731036149,0.02868086
16,31,1,16_31_1,0.826517327,-3.665914486,0.054457558
16,31,1,16_31_1,0.797073799,-3.7326327,0.041870272
16,31,1,16_31_1,0.782752387,-3.68247232,0.048355733
16,31,1,16_31_1,0.825411981,-3.610812178,0.032283373
16,31,1,16_31_1,0.760113764,-3.53045951,0.056954417
16,31,1,16_31_1,0.802333123,-3.673442836,0.049850205
16,31,1,16_31_1,0.833951055,-3.742865995,0.030815764
16,31,1,16_31_1,0.74871026,-3.507121149,0.036062177
16,31,1,16_31_1,0.807269408,-3.829291192,0.053103665
16,31,1,16_31_1,0.815052971,-3.620439771,0.050339315
16,31,1,16_31_1,0.827957752,-3.818257336,0.042643764
16,31,1,16_31_1,0.803300771,-3.676456364,0.046966435
16,31,1,16_31_1,0.819045405,-3.831453427,0.065815155
16,31,1,16_31_1,0.801759196,-3.706770424,0.049400901
16,31,1,16_31_1,0.754416416,-3.566270837,0.053959248
16,31,1,16_31_1,0.776391158,-3.693571215,0.048692262
16,31,1,16_31_1,0.800151771,-3.651163168,0.042811878
16,31,1,16_31_1,0.818638793,-3.707936023,0.037239458
16,31,1,16_31_1,0.858312618,-3.632859146,0.041528342
16,31,1,16_31_1,0.826026174,-3.552569579,0.043667677
16,31,1,16_31_1,0.840274999,-3.654293147,0.028458079
16,31,1,16_31_1,0.844674595,-3.771643207,0.051327794
16,31,1,16_31_1,0.849882886,-3.698356637,0.039997094
16,31,1,16_31_1,0.819855476,-3.715120604,0.063138549
16,31,1,16_31_1,0.790878431,-3.381610252,0.050664695
16,31,1,16_31_1,0.809789793,-3.716384051,0.054410514
16,31,1,16_31_1,0.814404737,-3.725314262,0.050955351
16,31,1,16_31_1,0.780845133,-3.62088164,0.053639053
16,31,1,16_31_1,0.824863152,-3.74265314,0.039413815
16,31,1,16_31_1,0.849885184,-3.753409387,0.040336483
16,31,1,16_31_1,0.823887343,-3.744115175,0.047375504
16,31,1,16_31_1,0.817098207,-3.786110913,0.029061697
16,31,1,16_31_1,0.865995418,-3.903792419,0.049076311
16,31,1,16_31_1,0.831601499,-3.634655497,0.045143097
16,31,1,16_31_1,0.803593648,-3.660313207,0.045380427
16,31,1,16_31_1,0.779591212,-3.498693799,0.040528185
16,31,1,16_31_1,0.841630643,-3.699654001,0.049151214
16,31,1,16_31_1,0.801781238,-3.628634592,0.049873177
16,31,1,16_31_1,0.791000484,-3.560734755,0.045779378
16,31,1,16_31_1,0.792199249,-3.615613227,0.05768183
16,31,1,16_31_1,0.756591618,-3.419054925,0.038171375
16,31,1,16_31_1,0.816038746,-3.718902741,0.057272187
16,31,1,16_31_1,0.818822656,-3.52139753,0.046201382
16,31,1,16_31_1,0.821868459,-3.758502781,0.053129954
16,31,1,16_31_1,0.794011465,-3.644111373,0.030592233
16,31,1,16_31_1,0.792505969,-3.586416872,0.052945729
16,31,1,16_31_1,0.775426249,-3.682752167,0.029314254
16,31,1,16_31_1,0.817835577,-3.629108059,0.056404298
16,31,1,16_31_1,0.802290799,-3.714917967,0.045558657
16,31,1,16_31_1,0.810244361,-3.649431677,0.03880264
16,31,1,16_31_1,0.812593484,-3.733195437,0.044280083
16,31,1,16_31_1,0.794453087,-3.693274506,0.058059618
16,31,1,16_31_1,0.792484751,-3.674289131,0.031993604
16,31,1,16_31_1,0.788739218,-3.798088876,0.058911016
16,31,1,16_31_1,0.810711724,-3.699413948,0.049958245
16,31,1,16_31_1,0.816906417,-3.693241928,0.044516969
16,31,1,16_31_1,0.803928232,-3.661446203,0.067351802
16,31,1,16_31_1,0.786438978,-3.637872521,0.033319228
16,31,1,16_31_1,0.7757418,-3.455366943,0.04954175
16,31,1,16_31_1,0.812705838,-3.710125284,0.054779301
16,31,1,16_31_1,0.808405811,-3.699567409,0.019264623
16,31,1,16_31_1,0.775459722,-3.600889789,0.043780328
16,31,1,16_31_1,0.784508154,-3.486341488,0.046207612
16,31,1,16_31_1,0.833028088,-3.81203997,0.034172932
16,31,1,16_31_1,0.814546736,-3.684041705,0.051827246
16,31,1,16_31_1,0.800165978,-3.768888142,0.037860431
16,31,1,16_31_1,0.79478559,-3.676684639,0.055319473
16,31,1,16_31_1,0.803236585,-3.525411005,0.043544735
16,31,1,16_31_1,0.783693713,-3.632523886,0.048192297
16,31,1,16_31_1,0.807479444,-3.842526599,0.051278238
16,31,1,16_31_1,0.817409786,-3.735043111,0.037337613
16,31,1,16_31_1,0.87912459,-3.700599346,0.044265722
16,31,1,16_31_1,0.799942545,-3.706771629,0.039155962
16,31,1,16_31_1,0.828643949,-3.539125396,0.033103126
16,31,1,16_31_1,0.839343911,-3.832809298,0.051051795
16,31,1,16_31_1,0.781434901,-3.59103545,0.041661387
16,31,1,16_31_1,0.795887836,-3.592172918,0.053927811
16,31,1,16_31_1,0.779109176,-3.549840006,0.03369977
16,31,1,16_31_1,0.764259243,-3.635647606,0.048376198
16,31,1,16_31_1,0.802630863,-3.683221458,0.048442034
16,31,1,16_31_1,0.800068955,-3.780807421,0.054974722
16,31,1,16_31_1,0.842925058,-3.754505552,0.030633876
16,31,1,16_31_1,0.779097499,-3.630021566,0.030649255
16,31,1,16_31_1,0.893060841,-3.831499873,0.05307664
16,31,1,16_31_1,0.79310812,-3.597065854,0.030202474
16,31,1,16_31_1,0.785271791,-3.694293647,0.055638643
16,31,1,16_31_1,0.811047889,-3.723356012,0.046246367
16,31,1,16_31_1,0.770968682,-3.592024378,0.040530449
16,31,1,16_31_1,0.762662956,-3.519292986,0.043607408
16,31,1,16_31_1,0.803854936,-3.639771282,0.032773704
16,31,1,16_31_1,0.822634501,-3.667529213,0.034885179
16,31,1,16_31_1,0.828482979,-3.725288699,0.05906489
16,31,1,16_31_1,0.843439112,-3.732776685,0.054374282
16,31,1,16_31_1,0.813953692,-3.69203269,0.04891462
16,31,1,16_31_1,0.813185029,-3.654297195,0.043658542
16,31,1,16_31_1,0.838882695,-3.703651376,0.053295682
16,31,1,16_31_1,0.803707474,-3.511888095,0.047333783
16,31,1,16_31_1,0.841813074,-3.684776896,0.049651875
16,31,1,16_31_1,0.799597503,-3.718798401,0.040569286
16,31,1,16_31_1,0.838978768,-3.801321568,0.05871491
16,31,1,16_31_1,0.810856621,-3.697357435,0.045609746
16,31,1,16_31_1,0.795226504,-3.68292871,0.052658027
16,31,1,16_31_1,0.823470462,-3.51154139,0.053170111
16,31,1,16_31_1,0.774267801,-3.543196086,0.043619921
16,31,1,16_31_1,0.820938297,-3.775097229,0.038457495
16,31,1,16_31_1,0.816708012,-3.688068865,0.040388939
16,31,1,16_31_1,0.836063672,-3.794598671,0.039155558
16,31,1,16_31_1,0.801171653,-3.674517188,0.041093118
16,31,1,16_31_1,0.831862319,-3.625771781,0.048865214
16,31,1,16_31_1,0.827983054,-3.654980382,0.03751482
16,31,1,16_31_1,0.773009788,-3.756646916,0.060714044
16,31,1,16_31_1,0.806581094,-3.74862565,0.0417963
16,31,1,16_31_1,0.84126109,-3.739487064,0.045037633
16,31,1,16_31_1,0.795206765,-3.437431499,0.042019633
16,31,1,16_31_1,0.798723707,-3.565540103,0.053311695
16,31,1,16_31_1,0.805338606,-3.566104608,0.046680321
16,31,1,16_31_1,0.823368008,-3.696962324,0.044301638
16,31,1,16_31_1,0.79273266,-3.554190055,0.047736135
16,31,1,16_31_1,0.774963773,-3.565677597,0.048731619
16,31,1,16_31_1,0.801636725,-3.465360844,0.052875825
16,31,1,16_31_1,0.807900351,-3.803936309,0.040691041
16,31,1,16_31_1,0.806952141,-3.637918815,0.028279955
16,31,1,16_31_1,0.850220045,-3.751985163,0.039230527
16,31,1,16_31_1,0.791262461,-3.620885958,0.046294911
16,31,1,16_31_1,0.764061222,-3.488792034,0.045915725
16,31,1,16_31_1,0.803670907,-3.710272809,0.046752209
16,31,1,16_31_1,0.82313016,-3.726041485,0.036369371
16,31,1,16_31_1,0.808061316,-3.745527668,0.054446565
16,31,1,16_31_1,0.837889472,-3.784815288,0.05223989
16,31,1,16_31_1,0.854542889,-3.749216944,0.047848855
16,31,1,16_31_1,0.829146943,-3.750872492,0.041012998
16,31,1,16_31_1,0.803678595,-3.764987075,0.044808308
16,31,1,16_31_1,0.778287287,-3.577266336,0.035413794
16,31,1,16_31_1,0.782543394,-3.463181813,0.058960722
16,31,1,16_31_1,0.837949364,-3.55704594,0.051733646
16,31,1,16_31_1,0.846106573,-3.762756265,0.048703743
16,31,1,16_31_1,0.806854582,-3.789773659,0.034363385
16,31,1,16_31_1,0.795143241,-3.547941392,0.046233699
16,31,1,16_31_1,0.785315909,-3.498244457,0.042062757
16,31,1,16_31_1,0.799363545,-3.58998122,0.050342964
16,31,1,16_31_1,0.753269131,-3.639653585,0.039647511
16,31,1,16_31_1,0.77809991,-3.594446398,0.048343258
16,31,1,16_31_1,0.831583905,-3.702709514,0.046626837
16,31,1,16_31_1,0.858859639,-3.828404934,0.049420144
16,31,1,16_31_1,0.795600501,-3.554990668,0.030970224
16,31,1,16_31_1,0.858270182,-3.768831026,0.054247629
16,31,1,16_31_1,0.818387272,-3.614270389,0.058418344
16,31,1,16_31_1,0.801317153,-3.533197196,0.037717176
16,31,1,16_31_1,0.803861508,-3.44403599,0.039867736
16,31,1,16_31_1,0.85610154,-3.619325862,0.045453711
16,31,1,16_31_1,0.815771395,-3.407000471,0.043049623
16,31,1,16_31_1,0.846240973,-3.741990043,0.045282836
16,31,1,16_31_1,0.779219638,-3.578195114,0.030310715
16,31,1,16_31_1,0.801223785,-3.627410197,0.039214008
16,31,1,16_31_1,0.814341693,-3.715035973,0.032921973
16,31,1,16_31_1,0.795512423,-3.696900376,0.045077938
16,31,1,16_31_1,0.819837631,-3.650301172,0.043485995
16,31,1,16_31_1,0.793662609,-3.658271109,0.044325559
16,31,1,16_31_1,0.784094814,-3.575399265,0.035176449
16,31,1,16_31_1,0.826760191,-3.831741489,0.038129709
16,31,1,16_31_1,0.785427869,-3.536052735,0.04488488
16,31,1,16_31_1,0.823295284,-3.682953307,0.052805834
