date,ident,evol.temp,assay.temp,evol.rep,assay.rep,conc.N,gr.rate,errs,sds,comments
112116,420,31,16,4,3,882,0.49482,0.03814,0.09342,ok
102415,421,31,16,5,1,0,0.0892,0.02549,0.06244,ok
102415,422,31,16,5,2,0,0.14976,0.05343,0.13087,ok
102415,423,31,16,5,3,0,0.2069,0.02585,0.06331,ok
102415,424,31,16,5,1,2.5,0.04411,0.02159,0.05289,ok
102415,425,31,16,5,2,2.5,0.14883,0.02228,0.05457,ok
102415,426,31,16,5,3,2.5,0.16414,0.01663,0.04074,ok
102415,427,31,16,5,1,5,0.20273,0.01178,0.02887,ok
102415,428,31,16,5,2,5,0.26611,0.03164,0.0775,ok
102415,429,31,16,5,3,5,0.21143,0.03638,0.08911,ok
102415,430,31,16,5,1,10,0.35923,0.00893,0.02186,ok
102415,431,31,16,5,2,10,0.36756,0.01636,0.04008,ok
102415,432,31,16,5,3,10,0.38555,0.00627,0.01536,ok
102415,433,31,16,5,1,20,0.51481,0.02587,0.06337,ok
102415,434,31,16,5,2,20,0.51633,0.03023,0.07406,ok
102415,435,31,16,5,3,20,0.49582,0.03567,0.08737,ok
102415,436,31,16,5,1,40,0.50254,0.11383,0.27883,ok
102415,437,31,16,5,2,40,0.57085,0.04344,0.10639,ok
102415,438,31,16,5,3,40,0.56937,0.07147,0.17505,ok
102415,439,31,16,5,1,60,0.62554,0.0218,0.05339,ok
102415,440,31,16,5,2,60,0.61559,0.00352,0.00862,ok
102415,441,31,16,5,3,60,0.59532,0.01764,0.0432,ok
102415,442,31,16,5,1,90,0.63242,0.00995,0.02438,ok
102415,443,31,16,5,2,90,0.66802,0.02849,0.06978,ok
102415,444,31,16,5,3,90,0.64726,0.06604,0.16176,ok
102415,445,31,16,5,1,150,0.73389,0.03987,0.09765,ok
102415,446,31,16,5,2,150,0.70311,0.0436,0.10679,ok
102415,447,31,16,5,3,150,0.6995,0.03801,0.09311,ok
102415,448,31,16,5,1,882,0.73788,0.03412,0.08358,ok
102415,449,31,16,5,2,882,0.72849,0.04231,0.10365,ok
102415,450,31,16,5,3,882,0.73848,0.03741,0.09164,ok
110116,451,31,31,1,1,0,0.15121,0.00588,0.0144,ok
110116,452,31,31,1,2,0,0.16361,0.00813,0.01991,ok
110116,453,31,31,1,3,0,0.17834,0.0023,0.00563,ok
110116,454,31,31,1,1,2.5,0.24735,0.05146,0.12604,ok
110116,455,31,31,1,2,2.5,0.12892,0.01021,0.02502,ok
110116,456,31,31,1,3,2.5,0.20936,0.07339,0.17977,ok
110116,457,31,31,1,1,5,0.10147,0.00942,0.02307,ok
110116,458,31,31,1,2,5,0.16045,0.00587,0.01439,ok
110116,459,31,31,1,3,5,0.10034,0.01433,0.03511,ok
110116,460,31,31,1,1,10,0.16635,0.05074,0.12428,ok
110116,461,31,31,1,2,10,0.09765,0.02338,0.05727,ok
110116,462,31,31,1,3,10,0.14384,0.05619,0.13763,ok
110116,463,31,31,1,1,20,0.40725,0.07371,0.18055,ok
110116,464,31,31,1,2,20,0.46312,0.09555,0.23404,ok
110116,465,31,31,1,3,20,0.4187,0.08568,0.20988,ok
110116,466,31,31,1,1,40,,,,bacteria
110116,467,31,31,1,2,40,,,,bacteria
110116,468,31,31,1,3,40,,,,bacteria
110116,469,31,31,1,1,60,0.42365,0.07212,0.17666,ok
110116,470,31,31,1,2,60,0.65699,0.08171,0.20014,ok
110116,471,31,31,1,3,60,,,,bacteria
110116,472,31,31,1,1,90,0.74228,0.0948,0.23222,ok
110116,473,31,31,1,2,90,0.70549,0.07441,0.18226,ok
110116,474,31,31,1,3,90,0.7862,0.06032,0.14776,ok
110116,475,31,31,1,1,150,0.87804,0.06083,0.149,ok
110116,476,31,31,1,2,150,0.82602,0.10204,0.24996,ok
110116,477,31,31,1,3,150,,,,bacteria
110116,478,31,31,1,1,882,0.87249,0.03538,0.08665,ok
110116,479,31,31,1,2,882,0.95225,0.07518,0.18416,ok
110116,480,31,31,1,3,882,0.93635,0.04058,0.0994,ok
102415,481,31,31,2,1,0,0.04388,0.03653,0.08949,ok
102415,482,31,31,2,2,0,0.16585,0.13249,0.32454,ok
102415,483,31,31,2,3,0,0.07162,0.04705,0.11526,ok
102415,484,31,31,2,1,2.5,0.33803,0.00511,0.01251,ok
110115,485,31,31,2,2,2.5,0.28563,0.1755,0.42989,ok
102415,486,31,31,2,3,2.5,0.10935,0.0023,0.00563,ok
102415,487,31,31,2,1,5,0.26479,0.08631,0.21142,ok
102415,488,31,31,2,2,5,0.02293,0.00311,0.00761,ok
102415,489,31,31,2,3,5,,,,bacteria
110115,490,31,31,2,1,10,0.35956,0.03395,0.08317,ok
103015,491,31,31,2,2,10,0.36767,0.07162,0.17544,ok
110615,492,31,31,2,3,10,0.54542,0.08529,0.20892,ok
110315,493,31,31,2,1,20,0.35041,0.053,0.12983,ok
102415,494,31,31,2,2,20,0.55308,0.05125,0.12555,ok
110115,495,31,31,2,3,20,0.54931,0.14577,0.35705,ok
102415,496,31,31,2,1,40,0.72796,0.04855,0.11892,ok
102415,497,31,31,2,2,40,0.68628,0.03963,0.09708,ok
102415,498,31,31,2,3,40,0.52037,0.05943,0.14557,ok
110115,499,31,31,2,1,60,0.65659,0.04551,0.11147,ok
110615,500,31,31,2,2,60,0.76717,0.08854,0.21689,ok
102415,501,31,31,2,3,60,0.71382,0.10935,0.26785,ok
110615,502,31,31,2,1,90,0.9491,0.2357,0.57735,ok
110615,503,31,31,2,2,90,0.71605,0.0218,0.0377,ok
110615,504,31,31,2,3,90,,,,bacteria
110615,505,31,31,2,1,150,0.94703,0.0512,0.0887,ok
110615,506,31,31,2,2,150,0.77143,0.00276,0.00478,ok
110615,507,31,31,2,3,150,,,,bacteria
102415,508,31,31,2,1,882,0.93653,0.0442,0.0766,ok
102415,509,31,31,2,2,882,0.93349,0.09315,0.16134,ok
102415,510,31,31,2,3,882,,,,bacteria
102415,511,31,31,3,1,0,0.05424,0.03894,0.09538,ok
102715,512,31,31,3,2,0,0.21061,0.02093,0.05127,ok
102415,513,31,31,3,3,0,0.25791,0.02007,0.04916,ok
102415,514,31,31,3,1,2.5,0.28821,0.02022,0.04952,ok
102415,515,31,31,3,2,2.5,0.12167,0.00167,0.00409,ok
102715,516,31,31,3,3,2.5,0.48379,0.01256,0.03077,ok
102715,517,31,31,3,1,5,0.46084,0.06958,0.17043,ok
103015,518,31,31,3,2,5,0.45815,0.03646,0.08931,ok
103015,519,31,31,3,3,5,,,,bacteria
102415,520,31,31,3,1,10,0.36832,0.05871,0.14381,ok
102415,521,31,31,3,2,10,,,,bacteria
102415,522,31,31,3,3,10,,,,bacteria
102415,523,31,31,3,1,20,0.58779,0.02511,0.0615,ok
102415,524,31,31,3,2,20,0.53754,0.01082,0.02651,ok
102415,525,31,31,3,3,20,0.35484,0.11823,0.2896,ok
103115,526,31,31,3,1,40,0.61025,0.0323,0.07911,ok
110115,527,31,31,3,2,40,0.66233,0.05572,0.1365,ok
102415,528,31,31,3,3,40,0.6082,0.07084,0.17351,ok
102415,529,31,31,3,1,60,0.65827,0.01304,0.03193,ok
102415,530,31,31,3,2,60,0.72595,0.09201,0.22537,ok
102415,531,31,31,3,3,60,0.73495,0.08796,0.21546,ok
102415,532,31,31,3,1,90,0.74626,0.05691,0.1394,ok
102415,533,31,31,3,2,90,0.71712,0.01902,0.04658,ok
102415,534,31,31,3,3,90,0.75586,0.05563,0.13627,ok
102415,535,31,31,3,1,150,0.7126,0.0341,0.0682,ok
102415,536,31,31,3,2,150,1.1314,0.0118,0.0235,ok
102415,537,31,31,3,3,150,,,,bacteria
110615,538,31,31,3,1,882,0.99259,0.0224,0.0448,ok
110415,539,31,31,3,2,882,0.99545,0.0116,0.0232,ok
102414,540,31,31,3,3,882,0.75502,0.06643,0.133,ok
110116,541,31,31,4,1,0,0.10205,0.01271,0.03112,ok
110116,542,31,31,4,2,0,0.18022,0.01378,0.03376,ok
110116,543,31,31,4,3,0,0.15508,0.03297,0.08075,ok
110116,544,31,31,4,1,2.5,0.19766,0.01121,0.02745,ok
110116,545,31,31,4,2,2.5,0.11475,0.01877,0.04597,ok
110116,546,31,31,4,3,2.5,0.12058,0.02683,0.06572,ok
110116,547,31,31,4,1,5,0.1024,0.03733,0.09144,ok
110116,548,31,31,4,2,5,0.09116,0.02446,0.05992,ok
110116,549,31,31,4,3,5,0.14375,0.01603,0.03926,ok
110116,550,31,31,4,1,10,0.12058,0.00879,0.02153,ok
110116,551,31,31,4,2,10,,,,bacteria
110116,552,31,31,4,3,10,,,,bacteria
110116,553,31,31,4,1,20,0.37742,0.05998,0.14691,ok
110116,554,31,31,4,2,20,0.40442,0.02539,0.06219,ok
110116,555,31,31,4,3,20,,,,bacteria
110116,556,31,31,4,1,40,0.44083,0.02867,0.07022,ok
110116,557,31,31,4,2,40,0.48983,0.03018,0.07393,ok
110116,558,31,31,4,3,40,,,,bacteria
110116,559,31,31,4,1,60,0.45601,0.06506,0.15935,ok
110116,560,31,31,4,2,60,0.61507,0.07225,0.17699,ok
110116,561,31,31,4,3,60,0.68427,0.00918,0.02248,ok
110116,562,31,31,4,1,90,0.5917,0.00507,0.01242,ok
110116,563,31,31,4,2,90,0.55962,0.07007,0.17163,ok
110116,564,31,31,4,3,90,0.65771,0.06994,0.17131,ok
110116,565,31,31,4,1,150,0.77467,0.06333,0.15513,ok
110116,566,31,31,4,2,150,0.75409,0.04962,0.12155,ok
110116,567,31,31,4,3,150,,,,bacteria
111916,568,31,31,4,1,882,0.83004,0.07186,0.17603,ok
111916,569,31,31,4,2,882,0.74159,0.02338,0.05728,ok
111916,570,31,31,4,3,882,0.80472,0.06723,0.16467,ok
102415,571,31,31,5,1,0,0.01603,0.01753,0.04293,ok
102415,572,31,31,5,2,0,0.01826,0.00896,0.02196,ok
102415,573,31,31,5,3,0,0.01343,0.00547,0.0134,ok
102415,574,31,31,5,1,2.5,0.35872,0.05471,0.134,ok
102415,575,31,31,5,2,2.5,0.01041,0.09447,0.23141,ok
102415,576,31,31,5,3,2.5,,,,bacteria
102415,577,31,31,5,1,5,0.30504,0.01633,0.04001,ok
102415,578,31,31,5,2,5,0.02703,0.08361,0.2048,ok
102415,579,31,31,5,3,5,0.22022,0.01169,0.02863,ok
102415,580,31,31,5,1,10,0.29488,0.01361,0.03333,ok
102415,581,31,31,5,2,10,0.01936,0.05344,0.1309,ok
102415,582,31,31,5,3,10,0.25974,0.10333,0.25312,ok
102415,583,31,31,5,1,20,0.23268,0.02096,0.05135,ok
102415,584,31,31,5,2,20,0.39925,0.03625,0.08879,ok
102415,585,31,31,5,3,20,0.2422,0.02626,0.06433,ok
102415,586,31,31,5,1,40,0.53822,0.03749,0.09183,ok
102415,587,31,31,5,2,40,0.52856,0.03911,0.0958,ok
102415,588,31,31,5,3,40,0.57926,0.0438,0.10729,ok
102415,589,31,31,5,1,60,0.55,0.00668,0.0149,ok
102415,590,31,31,5,2,60,,,,bacteria
102415,591,31,31,5,3,60,,,,bacteria
102415,592,31,31,5,1,90,0.697,0.00225,0.00503,ok
102415,593,31,31,5,2,90,,,,bacteria
102415,594,31,31,5,3,90,,,,ok
102415,595,31,31,5,1,150,0.54647,0.02846,0.0636,ok
102415,596,31,31,5,2,150,0.804,0.00756,0.0169,ok
102415,597,31,31,5,3,150,,,,bacteria
102415,598,31,31,5,1,882,0.7261,0.1217,0.2981,ok
102415,599,31,31,5,2,882,0.77761,0.0142,0.0317,ok
102415,600,31,31,5,3,882,,,,bacteria
